timestamp,biosignal_0,biosignal_1,biosignal_2,biosignal_3,biosignal_4,biosignal_5,biosignal_6,biosignal_7,acceleration_x,acceleration_y,acceleration_z,angular_vec_x,angular_vec_y,angular_vec_z,magnetic_x,magnetic_y,magnetic_z,input_orientation_x,input_orientation_y,input_orientation_z,input_orientation_w,input_orientation_yaw,input_orientation_pitch,input_orientation_roll,input_projection_left,input_projection_top,input_projection_right,input_projection_bottom,prediction_time,predicted_orientation_x,predicted_orientation_y,predicted_orientation_z,predicted_orientation_w,predicted_orientation_yaw,predicted_orientation_pitch,predicted_orientation_roll,predicted_projection_left,predicted_projection_top,predicted_projection_right,predicted_projection_bottom
377002882919.00,0,0,0,0,0,0,0,0,0.013192942,0.9735903,-0.01172706,-25.569529,13.964404,4.033925,22.92,-37.2,-11.219999,-0.019011072,-0.362231776,-0.008404901,0.931856253,-0.741058052,-0.029359067,-0.029441401,-1,1,1,-1,100,0.008513417,-0.324086934,-0.026927987,0.945605636,-0.66112953,0.033595655,-0.04542396,-1,1,1,-1
377014420131.00,0,0,0,0,0,0,0,0,0.018323531,0.9770107,-0.005619216,-26.37453,12.844404,3.8589246,22.199999,-36.899998,-11.7,-0.022750059,-0.361207108,-0.006575245,0.932184867,-0.738800585,-0.037688907,-0.028697593,-1,1,1,-1,100,0.006498363,-0.316298246,-0.025420688,0.948296845,-0.6445068,0.02843729,-0.04411619,-1,1,1,-1
377027009283.00,0,0,0,0,0,0,0,0,0.014170198,0.96503925,0.004886275,-28.78953,10.814405,3.9639251,21.6,-36.78,-11.58,-0.026760146,-0.360484823,-0.004592618,0.932369827,-0.737210631,-0.046624545,-0.027860895,-1,1,1,-1,100,0.001623015,-0.302775919,-0.022597332,0.952792466,-0.6157245,0.01679231,-0.04209074,-1,1,1,-1
377037469912.00,0,0,0,0,0,0,0,0,0.013437255,0.9643064,0.00586353,-28.824526,10.814405,3.7539246,21.6,-36.78,-11.58,-0.031999014,-0.359814708,-0.00176063,0.932473238,-0.735765517,-0.058462974,-0.026313949,-1,1,1,-1,100,-0.00349749,-0.289553791,-0.01978215,0.956950843,-0.5877386,0.004765952,-0.0398971,-1,1,1,-1
377049565035.00,0,0,0,0,0,0,0,0,0.011971374,0.9816527,0.012948629,-30.57453,9.344404,4.138925,22.38,-36.48,-10.8,-0.036308417,-0.358751189,0.000361916,0.93272673,-0.733502507,-0.068065785,-0.025378963,-1,1,1,-1,100,-0.008532232,-0.276695669,-0.016715644,0.960774302,-0.56067735,-0.00714972,-0.036849927,-1,1,1,-1
377061250314.00,0,0,0,0,0,0,0,0,0.008550981,1.0241632,0.030783532,-29.69953,8.574405,3.8239248,22.08,-37.079998,-11.82,-0.039077838,-0.35795296,0.001708912,0.932919975,-0.731816053,-0.074227341,-0.024790037,-1,1,1,-1,100,-0.011700289,-0.266783208,-0.014205584,0.963580906,-0.53994936,-0.014977756,-0.033625674,-1,1,1,-1
377074377297.00,0,0,0,0,0,0,0,0,0.006596471,1.0312483,0.038112946,-27.669529,7.769405,3.0889246,21.539999,-37.26,-14.28,-0.041890447,-0.357263137,0.0028606,0.933059515,-0.730358839,-0.080327161,-0.024596084,-1,1,1,-1,100,-0.012569379,-0.259157807,-0.012533636,0.965671778,-0.5241115,-0.017788747,-0.030726502,-1,1,1,-1
377085158159.00,0,0,0,0,0,0,0,0,0.006107844,1.0156122,0.04495373,-26.40953,7.2094054,1.9689249,21.48,-37.2,-13.679999,-0.04517542,-0.356685756,0.003673628,0.933124299,-0.729116023,-0.087067179,-0.025373677,-1,1,1,-1,100,-0.014914397,-0.251436919,-0.010577452,0.967700958,-0.5080865,-0.023557626,-0.027975332,-1,1,1,-1
377098291275.00,0,0,0,0,0,0,0,0,0.003664706,1.0011977,0.05374902,-26.234531,5.8094053,1.338925,22.859999,-37.02,-13.2,-0.048455478,-0.356455374,0.005133854,0.933040876,-0.728672624,-0.094250672,-0.024966834,-1,1,1,-1,100,-0.017337201,-0.24476932,-0.008851346,0.969385862,-0.4942835,-0.029293627,-0.025650788,-1,1,1,-1
377109439592.00,0,0,0,0,0,0,0,0,0.003176079,0.99728876,0.0603455,-26.16453,5.179405,1.5489249,22.859999,-37.02,-13.2,-0.05196616,-0.356314751,0.006653344,0.932896055,-0.728434861,-0.101906545,-0.024621349,-1,1,1,-1,100,-0.022374872,-0.237549871,-0.006661736,0.971094787,-0.47934362,-0.040313367,-0.023570832,-1,1,1,-1
377119886895.00,0,0,0,0,0,0,0,0,0.002443138,0.994357,0.06474314,-26.129528,4.024405,1.828925,22.74,-36.66,-13.74,-0.054771603,-0.35609045,0.008520653,0.932806015,-0.728080094,-0.108492441,-0.023113115,-1,1,1,-1,100,-0.031448551,-0.230352506,-0.004167649,0.972590029,-0.464448,-0.05930292,-0.022597255,-1,1,1,-1
377132320788.00,0,0,0,0,0,0,0,0,-0.005619216,0.9836071,0.080379225,-25.779528,2.7994049,3.158925,21.84,-37.14,-13.679999,-0.058075602,-0.356149906,0.011069397,0.932556667,-0.728416204,-0.11649055,-0.020723043,-1,1,1,-1,100,-0.038168747,-0.230327398,-0.002263968,0.972361743,-0.4643688,-0.073267974,-0.02198718,-1,1,1,-1
377145197717.00,0,0,0,0,0,0,0,0,-0.006596471,0.97798795,0.085509814,-26.16453,2.309405,3.158925,21.3,-37.26,-14.16,-0.061349607,-0.355934929,0.012845276,0.932406323,-0.728106499,-0.1238904,-0.019720182,-1,1,1,-1,100,-0.040758941,-0.232119337,-0.002368532,0.97183007,-0.4679895,-0.07822335,-0.023527673,-1,1,1,-1
377155433585.00,0,0,0,0,0,0,0,0,-0.007573727,0.9853174,0.094549425,-26.82953,1.714405,2.983925,21.6,-37.2,-14.4,-0.065211789,-0.355845714,0.014470207,0.93215442,-0.728055298,-0.132283613,-0.019434961,-1,1,1,-1,100,-0.041575801,-0.23386775,-0.002528905,0.971375763,-0.47155428,-0.07969657,-0.02436192,-1,1,1,-1
377167785412.00,0,0,0,0,0,0,0,0,-0.007573727,1.0014421,0.102123156,-26.68953,1.3994049,2.738925,21.9,-36.96,-14.46,-0.068659328,-0.355944358,0.016186979,0.931840916,-0.728439987,-0.139963418,-0.018711515,-1,1,1,-1,100,-0.042107262,-0.23559998,-0.002639322,0.970933914,-0.47509658,-0.080635555,-0.02496875,-1,1,1,-1
377179812743.00,0,0,0,0,0,0,0,0,-0.00977255,1.00926,0.11214001,-25.394531,0.69940495,2.4939249,22.199999,-36.54,-14.099999,-0.071550363,-0.355574134,0.017256255,0.931745567,-0.727755308,-0.1461505,-0.018727133,-1,1,1,-1,100,-0.042431295,-0.234722376,-0.002808949,0.971131802,-0.47327214,-0.081209466,-0.025377598,-1,1,1,-1
377191000954.00,0,0,0,0,0,0,0,0,-0.011971374,1.0126804,0.12020236,-24.309528,0.55940497,2.0039248,22.199999,-36.84,-14.759999,-0.073481392,-0.35589845,0.018381342,0.931449894,-0.728583097,-0.150564954,-0.018062212,-1,1,1,-1,100,-0.044574816,-0.231550023,-0.002498512,0.971798062,-0.46672428,-0.08561072,-0.02550146,-1,1,1,-1
377202705040.00,0,0,0,0,0,0,0,0,-0.011971374,1.0002205,0.13070786,-22.27953,0.38440502,0.88392496,21.42,-36.36,-15.299999,-0.076223933,-0.355658606,0.01902063,0.931308264,-0.728127003,-0.15616712,-0.018792361,-1,1,1,-1,100,-0.050036259,-0.227273419,-0.001564634,0.972543418,-0.45789057,-0.09679689,-0.025790032,-1,1,1,-1
377215445706.00,0,0,0,0,0,0,0,0,-0.009283923,1.0004648,0.13559413,-22.174528,0.349405,0.463925,21.119999,-35.88,-15.179999,-0.079107793,-0.355982405,0.019819668,0.930927315,-0.728899121,-0.16213803,-0.019421846,-1,1,1,-1,100,-0.058185324,-0.225791052,-0.000352044,0.972436428,-0.45476773,-0.113287345,-0.026963402,-1,1,1,-1
377227369804.00,0,0,0,0,0,0,0,0,-0.013437255,1.0004648,0.1492757,-21.78953,-0.035595,-0.16607498,21.48,-35.88,-15.66,-0.081623503,-0.355998513,0.020672664,0.930685394,-0.729032576,-0.167464256,-0.01963746,-1,1,1,-1,100,-0.069208719,-0.226130396,0.001279398,0.971634448,-0.45536697,-0.13554052,-0.028818168,-1,1,1,-1
377239721467.00,0,0,0,0,0,0,0,0,-0.011971374,1.0095044,0.15953688,-20.80953,-0.070594996,-0.86607504,21.6,-35.76,-15.96,-0.084161337,-0.355909916,0.02077246,0.930491003,-0.728818595,-0.172298938,-0.021252135,-1,1,1,-1,100,-0.076199353,-0.230834469,0.002836452,0.970000565,-0.46502924,-0.14976123,-0.029680515,-1,1,1,-1
377250126787.00,0,0,0,0,0,0,0,0,-0.015147453,1.0165895,0.1741957,-19.12953,-0.035595,-2.126075,21.66,-35.94,-16.199999,-0.085859284,-0.35610109,0.020413588,0.93027065,-0.729135275,-0.175225452,-0.023170918,-1,1,1,-1,100,-0.07940156,-0.229407847,0.003708469,0.970079124,-0.46214274,-0.15645726,-0.029239831,-1,1,1,-1
377262812797.00,0,0,0,0,0,0,0,0,-0.021499611,1.0033965,0.18347962,-17.624529,0.209405,-3.386075,21.84,-36.239998,-16.08,-0.088398259,-0.356332118,0.020324797,0.929946274,-0.729563653,-0.179922,-0.025199005,-1,1,1,-1,100,-0.071946554,-0.222535953,0.002089615,0.972263873,-0.4480373,-0.14135747,-0.02796172,-1,1,1,-1
377274769867.00,0,0,0,0,0,0,0,0,-0.023209807,0.998266,0.18592277,-17.23953,0.38440502,-3.6310747,21.9,-35.94,-15.96,-0.090568535,-0.356360279,0.020248455,0.929728289,-0.729564965,-0.183941439,-0.026902178,-1,1,1,-1,100,-0.062244311,-0.213706478,0.00086965,0.974912524,-0.43006277,-0.12207801,-0.024910934,-1,1,1,-1
377286283414.00,0,0,0,0,0,0,0,0,-0.028340396,1.0051067,0.1937408,-16.39953,1.154405,-4.226075,21.66,-36.12,-16.38,-0.092390226,-0.356034591,0.019940658,0.929680475,-0.728774607,-0.18715325,-0.028715298,-1,1,1,-1,100,-0.065313689,-0.214813724,0.001513939,0.974467456,-0.43233037,-0.12833491,-0.025112623,-1,1,1,-1
377298153832.00,0,0,0,0,0,0,0,0,-0.029561963,1.0136578,0.2005816,-14.684528,1.3994049,-4.296075,21.9,-36.54,-17.16,-0.093659627,-0.355771851,0.019804811,0.929656944,-0.728159904,-0.189449608,-0.029823979,-1,1,1,-1,100,-0.069655128,-0.219183773,0.001288638,0.973193228,-0.44113222,-0.13661881,-0.02803003,-1,1,1,-1
377310300247.00,0,0,0,0,0,0,0,0,-0.03444824,1.0060841,0.21035413,-12.549529,1.7494049,-4.191075,22.14,-35.88,-17.16,-0.095126197,-0.35552465,0.019363014,0.92961191,-0.727516174,-0.191900074,-0.031644519,-1,1,1,-1,100,-0.0699564,-0.218866855,0.000873546,0.973243356,-0.44042283,-0.13703722,-0.028925959,-1,1,1,-1
377321112427.00,0,0,0,0,0,0,0,0,-0.03762432,1.0029079,0.21597336,-11.95453,2.169405,-4.366075,22.38,-35.82,-17.1,-0.09665269,-0.355191486,0.019179105,0.929585622,-0.726732433,-0.194650635,-0.033009179,-1,1,1,-1,100,-0.072140701,-0.221149415,0.001411225,0.972567022,-0.4451043,-0.141479,-0.029166862,-1,1,1,-1
377333725570.00,0,0,0,0,0,0,0,0,-0.04055608,1.0024194,0.2186608,-11.42953,2.554405,-4.541075,22.8,-35.64,-17.1,-0.097466287,-0.35476159,0.018563791,0.929677322,-0.725680351,-0.195760489,-0.03464485,-1,1,1,-1,100,-0.086439863,-0.231724381,0.004374898,0.968923628,-0.46679586,-0.17044346,-0.031587813,-1,1,1,-1
377345328565.00,0,0,0,0,0,0,0,0,-0.042754907,1.0095044,0.22134827,-9.81953,2.7644053,-4.716075,22.199999,-35.64,-17.039999,-0.098289689,-0.354422222,0.018107155,0.929729077,-0.724849284,-0.196999356,-0.036010385,-1,1,1,-1,100,-0.098392621,-0.238362491,0.006168725,0.966159523,-0.48034957,-0.19440725,-0.034993414,-1,1,1,-1
377356097541.00,0,0,0,0,0,0,0,0,-0.043243535,1.0031523,0.22012669,-7.71953,3.184405,-4.331075,22.02,-35.76,-17.1,-0.098989828,-0.354068981,0.017458141,0.929801798,-0.72395581,-0.197872579,-0.037642121,-1,1,1,-1,100,-0.101332426,-0.239282191,0.005888257,0.965629876,-0.48208666,-0.19998445,-0.03713087,-1,1,1,-1
377368707345.00,0,0,0,0,0,0,0,0,-0.041533336,0.99240243,0.2181722,-6.8795295,3.009405,-4.121075,22.8,-36.12,-16.98,-0.099440611,-0.353782749,0.01709262,0.929869439,-0.723264575,-0.198474959,-0.038582508,-1,1,1,-1,100,-0.098878227,-0.237095863,0.004920762,0.966428757,-0.47750726,-0.19481614,-0.03738481,-1,1,1,-1
377379736606.00,0,0,0,0,0,0,0,0,-0.04055608,0.9691926,0.21621767,-7.05453,3.044405,-3.9810746,22.98,-35.219997,-16.44,-0.100469033,-0.353723837,0.016849672,0.929785733,-0.723061562,-0.200242266,-0.039753884,-1,1,1,-1,100,-0.098835878,-0.237679526,0.00429298,0.966292679,-0.4785914,-0.19441654,-0.038695633,-1,1,1,-1
377391555922.00,0,0,0,0,0,0,0,0,-0.037380002,0.96748245,0.21426314,-7.68453,2.449405,-3.9810746,22.5,-35.16,-16.74,-0.102017845,-0.353659728,0.016785096,0.929642629,-0.722862482,-0.203115657,-0.040962379,-1,1,1,-1,100,-0.100560345,-0.239710227,0.003427388,0.965616286,-0.482536,-0.19729568,-0.041603606,-1,1,1,-1
377404859385.00,0,0,0,0,0,0,0,0,-0.036402747,0.9713915,0.21719491,-7.8245296,2.2044048,-3.8410752,22.26,-35.219997,-17.039999,-0.103338173,-0.353714714,0.017061052,0.929470841,-0.72298795,-0.205793753,-0.04140079,-1,1,1,-1,100,-0.103191487,-0.243365571,0.002660628,0.964426041,-0.48979375,-0.20190923,-0.04510985,-1,1,1,-1
377416855942.00,0,0,0,0,0,0,0,0,-0.035669807,0.9777437,0.22232552,-7.05453,1.189405,-3.246075,22.98,-35.28,-17.52,-0.103765672,-0.353865969,0.017154993,0.929363905,-0.723313749,-0.206658334,-0.041563783,-1,1,1,-1,100,-0.103744417,-0.244438931,0.002104674,0.964096606,-0.49187177,-0.20267211,-0.046677075,-1,1,1,-1
377427072298.00,0,0,0,0,0,0,0,0,-0.038112946,0.97310174,0.22281416,-6.98453,0.664405,-3.491075,22.8,-35.1,-17.16,-0.105066621,-0.354057629,0.017038516,0.929146861,-0.723655343,-0.209018081,-0.042749729,-1,1,1,-1,100,-0.104779407,-0.246093974,0.001973901,0.96356374,-0.49520335,-0.20455015,-0.047785394,-1,1,1,-1
377439411233.00,0,0,0,0,0,0,0,0,-0.037380002,0.96528363,0.22476865,-7.5445304,-0.000595,-3.6660748,23.22,-35.399998,-17.34,-0.106230773,-0.354815486,0.016940481,0.928727093,-0.72521013,-0.211107016,-0.043932609,-1,1,1,-1,100,-0.106432758,-0.248622969,0.002124509,0.962732613,-0.5003578,-0.20772572,-0.048852026,-1,1,1,-1
377451237035.00,0,0,0,0,0,0,0,0,-0.03444824,0.97456753,0.22330277,-7.50953,-0.77059495,-3.8760746,22.26,-34.739998,-17.34,-0.107477377,-0.355317859,0.016688133,0.928396111,-0.726186454,-0.213253155,-0.045406468,-1,1,1,-1,100,-0.10746412,-0.251033634,0.001683498,0.961993158,-0.5051856,-0.20939916,-0.050736956,-1,1,1,-1
377463673343.00,0,0,0,0,0,0,0,0,-0.033715297,0.9796981,0.22403571,-7.3695297,-1.7505949,-3.806075,21.779999,-34.14,-17.52,-0.108682546,-0.356083552,0.016930083,0.927957962,-0.727821529,-0.215656772,-0.045995541,-1,1,1,-1,100,-0.111004718,-0.255503476,0.001550056,0.960413158,-0.51419365,-0.21599835,-0.053772714,-1,1,1,-1
377475456294.00,0,0,0,0,0,0,0,0,-0.035425495,0.9792095,0.22696747,-6.63453,-2.5905948,-3.3160748,22.14,-34.559998,-17.88,-0.109086934,-0.356660866,0.017312698,0.927681701,-0.729113162,-0.216661066,-0.045708649,-1,1,1,-1,100,-0.112262771,-0.258206815,0.000547765,0.959544718,-0.5195043,-0.21779323,-0.056953605,-1,1,1,-1
377486046508.00,0,0,0,0,0,0,0,0,-0.03786863,0.97823226,0.2294106,-6.14453,-3.395595,-3.0010748,22.92,-34.8,-18.119999,-0.109903198,-0.357664316,0.017513154,0.927195133,-0.731262624,-0.218291238,-0.04615707,-1,1,1,-1,100,-0.111743309,-0.258324802,-0.001143536,0.95957303,-0.51944643,-0.21591981,-0.059962675,-1,1,1,-1
377498662609.00,0,0,0,0,0,0,0,0,-0.038112946,0.97823226,0.23209807,-5.86453,-3.815595,-2.7560751,22.98,-35.1,-18.18,-0.110131228,-0.358458776,0.017632752,0.926858945,-0.732972682,-0.218766704,-0.046285387,-1,1,1,-1,100,-0.111326739,-0.259907901,-0.002692066,0.959190786,-0.52243924,-0.21422537,-0.063075624,-1,1,1,-1
377510361538.00,0,0,0,0,0,0,0,0,-0.036891375,0.98018676,0.23429687,-5.1995296,-3.9555948,-2.616075,22.68,-34.92,-18.119999,-0.110570241,-0.359353355,0.01771924,0.926458535,-0.734882414,-0.219610453,-0.046652213,-1,1,1,-1,100,-0.115024447,-0.263949752,-0.003553217,0.957646787,-0.5304001,-0.22071728,-0.06757822,-1,1,1,-1
377521953054.00,0,0,0,0,0,0,0,0,-0.04055608,0.98116404,0.23527415,-4.35953,-4.5505953,-3.2110748,22.5,-35.16,-17.4,-0.111164285,-0.360205968,0.017550097,0.926059478,-0.736645639,-0.220564574,-0.047597181,-1,1,1,-1,100,-0.119298957,-0.266600132,-0.004529277,0.956384659,-0.53541505,-0.22834764,-0.072336756,-1,1,1,-1
377533441009.00,0,0,0,0,0,0,0,0,-0.04031177,0.9816527,0.2362514,-3.55453,-4.9355955,-3.1060748,23.22,-35.1,-17.64,-0.111508374,-0.360967748,0.017498139,0.925722411,-0.738248408,-0.221135959,-0.048123587,-1,1,1,-1,100,-0.120854072,-0.269573808,-0.006334234,0.955345035,-0.5411017,-0.23020966,-0.077338025,-1,1,1,-1
377545547639.00,0,0,0,0,0,0,0,0,-0.041533336,0.98067546,0.2362514,-3.37953,-5.075595,-3.2110748,23.22,-35.1,-17.64,-0.111464012,-0.361800806,0.017288314,0.925406432,-0.739987016,-0.220859542,-0.048677325,-1,1,1,-1,100,-0.119065315,-0.270546734,-0.00747242,0.955286384,-0.54301846,-0.22605525,-0.07878354,-1,1,1,-1
377557494017.00,0,0,0,0,0,0,0,0,-0.045442358,0.9691926,0.24040473,-2.81953,-5.005595,-2.8960748,23.76,-34.5,-18.6,-0.112146803,-0.362421165,0.017604409,0.925075174,-0.741349757,-0.222338036,-0.048737239,-1,1,1,-1,100,-0.119857378,-0.272562712,-0.007196622,0.954616129,-0.5471901,-0.22757843,-0.07915998,-1,1,1,-1
377570648654.00,0,0,0,0,0,0,0,0,-0.04690824,0.96772677,0.2416263,-2.92453,-4.8305955,-2.9660752,23.64,-34.38,-19.14,-0.112578068,-0.363182064,0.017884214,0.924718942,-0.743015945,-0.223310709,-0.048716195,-1,1,1,-1,100,-0.123128697,-0.27521348,-0.006179295,0.953445613,-0.55264986,-0.23426442,-0.07964078,-1,1,1,-1
377580569363.00,0,0,0,0,0,0,0,0,-0.043732163,0.97554475,0.24651256,-2.99453,-4.5505953,-2.5460749,23.279999,-34.86,-19.56,-0.112720531,-0.363633053,0.017716103,0.924527568,-0.743940055,-0.223433793,-0.049239665,-1,1,1,-1,100,-0.127128735,-0.278348297,-0.005203553,0.95201546,-0.5590602,-0.24230658,-0.08076764,-1,1,1,-1
377593789837.00,0,0,0,0,0,0,0,0,-0.045442358,0.9784765,0.24577963,-2.53953,-4.6205955,-2.091075,22.8,-34.8,-19.08,-0.112899904,-0.364214449,0.017878599,0.924273662,-0.745209157,-0.223857835,-0.049209975,-1,1,1,-1,100,-0.129791409,-0.28250137,-0.004960701,0.950432956,-0.56753314,-0.24726482,-0.082856886,-1,1,1,-1
377604722864.00,0,0,0,0,0,0,0,0,-0.043976475,0.98067546,0.24577963,-2.22453,-4.445595,-2.091075,22.8,-34.62,-18.539999,-0.112837607,-0.364779353,0.017591182,0.924063985,-0.746361017,-0.223503441,-0.049831524,-1,1,1,-1,100,-0.131207019,-0.28649193,-0.005064309,0.949042439,-0.5756947,-0.249614,-0.08489392,-1,1,1,-1
377616206044.00,0,0,0,0,0,0,0,0,-0.045442358,0.973346,0.24504669,-1.6645299,-4.2005954,-2.371075,22.74,-35.04,-18.42,-0.113116766,-0.365268339,0.017523448,0.923837954,-0.747382045,-0.223952666,-0.050279476,-1,1,1,-1,100,-0.133546844,-0.287525892,-0.005182587,0.948402464,-0.5776408,-0.25399902,-0.08673542,-1,1,1,-1
377627811209.00,0,0,0,0,0,0,0,0,-0.043976475,0.96235186,0.23967178,-1.8745301,-3.815595,-2.791075,23.22,-34.62,-18.24,-0.113710251,-0.366031739,0.017112185,0.923470583,-0.748907626,-0.224727422,-0.051660899,-1,1,1,-1,100,-0.135728538,-0.28745383,-0.005468607,0.948112905,-0.5772594,-0.25808272,-0.088516645,-1,1,1,-1
377640587319.00,0,0,0,0,0,0,0,0,-0.048374124,0.9603973,0.2364957,-2.50453,-3.500595,-3.3160748,23.76,-34.559998,-18.96,-0.114520445,-0.366320723,0.016808342,0.923261434,-0.749430537,-0.226011723,-0.052890092,-1,1,1,-1,100,-0.137270465,-0.286803573,-0.005965333,0.948084891,-0.57567644,-0.26086277,-0.09017277,-1,1,1,-1
377651601164.00,0,0,0,0,0,0,0,0,-0.049351376,0.9591758,0.23063219,-2.99453,-3.360595,-3.7010748,24.06,-34.68,-19.14,-0.11519802,-0.366758748,0.016483103,0.92300907,-0.75027293,-0.227022633,-0.05409804,-1,1,1,-1,100,-0.135466322,-0.290685117,-0.007428546,0.947151363,-0.58357674,-0.25618264,-0.09296184,-1,1,1,-1
377664488406.00,0,0,0,0,0,0,0,0,-0.050572947,0.96137464,0.23136513,-3.90453,-3.1155949,-3.491075,22.74,-35.16,-19.26,-0.116384998,-0.367131546,0.016754092,0.922707029,-0.751075447,-0.229426309,-0.054566044,-1,1,1,-1,100,-0.133129478,-0.294887304,-0.008076526,0.946177959,-0.59238726,-0.25088322,-0.09393815,-1,1,1,-1
377675282268.00,0,0,0,0,0,0,0,0,-0.04568667,0.9645507,0.23380826,-4.04453,-3.1855946,-3.0010748,22.619999,-35.34,-19.439999,-0.117079308,-0.36774556,0.0170979,0.922368311,-0.752431214,-0.23094435,-0.054596789,-1,1,1,-1,100,-0.133739874,-0.295451343,-0.008050494,0.945916176,-0.59351826,-0.2520261,-0.094397575,-1,1,1,-1
377689066544.00,0,0,0,0,0,0,0,0,-0.04568667,0.9599087,0.23380826,-4.5695295,-3.640595,-2.8960748,23.039999,-34.26,-19.92,-0.11781707,-0.368353377,0.017219638,0.922029507,-0.753726125,-0.232382447,-0.055070434,-1,1,1,-1,100,-0.135509163,-0.294406176,-0.007959004,0.94599098,-0.59121096,-0.25560868,-0.09499056,-1,1,1,-1
377700034797.00,0,0,0,0,0,0,0,0,-0.045930985,0.9540452,0.23454121,-5.37453,-3.7805948,-2.8610752,23.039999,-34.26,-19.92,-0.119183695,-0.369082965,0.017582679,0.921555132,-0.75530535,-0.235169351,-0.055599168,-1,1,1,-1,100,-0.135414809,-0.29506588,-0.008259676,0.945796371,-0.59253055,-0.2551908,-0.09568244,-1,1,1,-1
377712375226.00,0,0,0,0,0,0,0,0,-0.048862748,0.9513577,0.23087649,-6.31953,-3.8505945,-2.6510751,23.16,-33.48,-20.22,-0.120999217,-0.369734514,0.01836673,0.921041933,-0.756788909,-0.239111245,-0.055670869,-1,1,1,-1,100,-0.133580655,-0.299565166,-0.008540962,0.944639564,-0.60201603,-0.25103366,-0.09631734,-1,1,1,-1
377722174327.00,0,0,0,0,0,0,0,0,-0.049351376,0.96113026,0.23722865,-6.77453,-4.0255947,-1.706075,23.22,-34.079998,-19.56,-0.1216746,-0.370301667,0.019036428,0.920711454,-0.758119822,-0.240836054,-0.055086356,-1,1,1,-1,100,-0.133883119,-0.299745709,-0.008455474,0.944540262,-0.6023853,-0.2516504,-0.096384026,-1,1,1,-1
377734852114.00,0,0,0,0,0,0,0,0,-0.048862748,0.9735903,0.24040473,-6.73953,-4.0255947,-0.936075,23.22,-34.44,-18.779999,-0.122035047,-0.370519113,0.019910219,0.920557775,-0.758761942,-0.242141098,-0.053801574,-1,1,1,-1,100,-0.134608537,-0.299139112,-0.008385826,0.944630086,-0.60107154,-0.25315478,-0.09652619,-1,1,1,-1
377748182960.00,0,0,0,0,0,0,0,0,-0.047641184,0.9660166,0.24064906,-6.24953,-4.1305947,-0.306075,22.98,-34.8,-18.539999,-0.122590913,-0.37088577,0.020292932,0.920327882,-0.759608686,-0.243444175,-0.053607821,-1,1,1,-1,100,-0.134339407,-0.30010429,-0.008528687,0.944361031,-0.60308063,-0.25245544,-0.09689152,-1,1,1,-1
377757848079.00,0,0,0,0,0,0,0,0,-0.048862748,0.95844287,0.24260356,-6.4945297,-3.920595,-0.026075,22.74,-34.68,-18.72,-0.123135868,-0.371299152,0.021225035,0.920067387,-0.76067996,-0.245128989,-0.052407548,-1,1,1,-1,100,-0.135389715,-0.29896158,-0.008441165,0.944574118,-0.600623,-0.2546529,-0.09705155,-1,1,1,-1
377771457041.00,0,0,0,0,0,0,0,0,-0.053016085,0.9447612,0.24455807,-7.50953,-3.5355952,0.183925,22.8,-34.62,-19.38,-0.125396397,-0.371412982,0.022070281,0.919696169,-0.761022508,-0.249984965,-0.052576013,-1,1,1,-1,100,-0.135916427,-0.299019188,-0.008306842,0.944481432,-0.6007268,-0.2557443,-0.09712721,-1,1,1,-1
377781336308.00,0,0,0,0,0,0,0,0,-0.051550202,0.9354773,0.24553531,-9.01453,-3.150595,0.253925,22.98,-34.32,-19.859999,-0.12707608,-0.371387679,0.022964972,0.919453899,-0.76110661,-0.253796637,-0.052182194,-1,1,1,-1,100,-0.134643257,-0.29954648,-0.008593563,0.944494247,-0.60187614,-0.2530617,-0.09704923,-1,1,1,-1
377794476481.00,0,0,0,0,0,0,0,0,-0.048374124,0.9435397,0.24602395,-10.97453,-2.485595,0.323925,23.16,-34.5,-20.64,-0.129300647,-0.371410283,0.024142968,0.91910438,-0.7613433,-0.258837909,-0.051690381,-1,1,1,-1,100,-0.133122295,-0.298036426,-0.008861192,0.945184827,-0.5987963,-0.25011358,-0.09625006,-1,1,1,-1
377807841847.00,0,0,0,0,0,0,0,0,-0.049107064,0.97407895,0.24944434,-11.07953,-1.8555951,0.88392496,23.58,-34.68,-20.4,-0.130458697,-0.371233084,0.024684871,0.918997923,-0.761047661,-0.261420518,-0.051513258,-1,1,1,-1,100,-0.132173538,-0.29605782,-0.009052176,0.945937574,-0.5947072,-0.24836227,-0.095532864,-1,1,1,-1
377818110308.00,0,0,0,0,0,0,0,0,-0.048129812,1.0085272,0.2594612,-9.15453,-1.330595,0.70892495,23.279999,-34.32,-20.039999,-0.13079457,-0.3712706,0.024957626,0.918927657,-0.761180758,-0.262250006,-0.051274315,-1,1,1,-1,100,-0.13225989,-0.291650176,-0.009034205,0.947294056,-0.58551395,-0.24896964,-0.0944035,-1,1,1,-1
377828667712.00,0,0,0,0,0,0,0,0,-0.046663925,1.0124362,0.26410317,-6.77453,-1.1905949,0.42892498,23.46,-33.78,-19.859999,-0.130518379,-0.371074415,0.024735893,0.919052157,-0.760717988,-0.261578739,-0.051419567,-1,1,1,-1,100,-0.132395729,-0.290204853,-0.009047002,0.94771862,-0.58248985,-0.24936579,-0.09413075,-1,1,1,-1
