timestamp,biosignal_0,biosignal_1,biosignal_2,biosignal_3,biosignal_4,biosignal_5,biosignal_6,biosignal_7,acceleration_x,acceleration_y,acceleration_z,angular_vec_x,angular_vec_y,angular_vec_z,magnetic_x,magnetic_y,magnetic_z,input_orientation_x,input_orientation_y,input_orientation_z,input_orientation_w,input_orientation_yaw,input_orientation_pitch,input_orientation_roll,input_projection_left,input_projection_top,input_projection_right,input_projection_bottom,prediction_time,predicted_orientation_x,predicted_orientation_y,predicted_orientation_z,predicted_orientation_w,predicted_orientation_yaw,predicted_orientation_pitch,predicted_orientation_roll,predicted_projection_left,predicted_projection_top,predicted_projection_right,predicted_projection_bottom
357479379179.00,0,0,0,0,0,0,0,0,-0.10041295,0.9552667,-0.21548472,-0.68453,9.064405,2.318925,19.26,-39.12,-14.94,0.053426499,-0.557952986,-0.09753533,0.822387338,-1.202329755,0.199033454,-0.100976199,-1,1,1,-1,100,0.054216579,-0.502289653,-0.091350764,0.858149588,-1.0687207,0.186882,-0.10249978,-1,1,1,-1
357491762378.00,0,0,0,0,0,0,0,0,-0.10090158,0.9645507,-0.21353023,-1.2445298,9.554404,2.248925,19.26,-39.12,-14.639999,0.053565531,-0.556806409,-0.09677155,0.823245179,-1.199298143,0.198237926,-0.099847987,-1,1,1,-1,100,0.053929813,-0.488407373,-0.091143303,0.866165459,-1.036625,0.18451796,-0.105406016,-1,1,1,-1
357503236709.00,0,0,0,0,0,0,0,0,-0.09821413,0.96748245,-0.21206434,-1.2445298,10.114405,2.2839248,19.68,-38.82,-14.5199995,0.054284044,-0.555649133,-0.096618941,0.823997612,-1.196486473,0.199115202,-0.099063739,-1,1,1,-1,100,0.052069634,-0.485653251,-0.091735989,0.867763937,-1.0303769,0.18153599,-0.10884962,-1,1,1,-1
357515157170.00,0,0,0,0,0,0,0,0,-0.097725496,0.97896516,-0.21353023,-0.78953,10.674405,2.4939249,19.92,-38.52,-14.46,0.055047733,-0.55416277,-0.09604277,0.825014641,-1.192738533,0.199542284,-0.097617537,-1,1,1,-1,100,0.049003657,-0.486750633,-0.091664165,0.867335081,-1.0326707,0.1762407,-0.11153307,-1,1,1,-1
357526536734.00,0,0,0,0,0,0,0,0,-0.10016864,0.97627777,-0.21597336,-0.75453,11.479404,2.4589248,19.56,-38.7,-14.639999,0.055753861,-0.552684496,-0.095321061,0.826041918,-1.188962221,0.199713379,-0.09599717,-1,1,1,-1,100,0.047596827,-0.483329594,-0.091246635,0.869368255,-1.0246018,0.17291827,-0.11288352,-1,1,1,-1
357538999421.00,0,0,0,0,0,0,0,0,-0.09699256,0.96894836,-0.21401884,-0.71953,12.144405,2.6689248,19.68,-38.64,-14.88,0.056494529,-0.5511005,-0.094794932,0.827109744,-1.185007811,0.200161919,-0.094684713,-1,1,1,-1,100,0.047688395,-0.480621368,-0.092045337,0.870779276,-1.0186583,0.17353454,-0.11471366,-1,1,1,-1
357550574599.00,0,0,0,0,0,0,0,0,-0.096015304,0.9638178,-0.2167063,-1.06953,12.704405,2.2139251,19.619999,-38.579998,-14.58,0.056919146,-0.549352639,-0.094097927,0.828322081,-1.180594087,0.199875832,-0.093485527,-1,1,1,-1,100,0.049377546,-0.484865665,-0.095076606,0.868002057,-1.029461,0.18012488,-0.11744022,-1,1,1,-1
357561981600.00,0,0,0,0,0,0,0,0,-0.09919138,0.96259624,-0.21719491,-1.83953,13.229404,1.5489249,19.38,-38.82,-14.639999,0.056546463,-0.547118126,-0.093765626,0.829862797,-1.17511487,0.198625877,-0.093887895,-1,1,1,-1,100,0.051462173,-0.489970744,-0.097889394,0.864695311,-1.0422632,0.18733819,-0.11914073,-1,1,1,-1
357573952240.00,0,0,0,0,0,0,0,0,-0.10187884,0.9628405,-0.21377453,-2.3645298,14.699404,-0.061074995,18.96,-38.16,-14.34,0.056504958,-0.544471006,-0.093656341,0.831617101,-1.16875124,0.198137268,-0.094381869,-1,1,1,-1,100,0.05258964,-0.490390271,-0.09862902,0.864305496,-1.0435573,0.19012468,-0.11919436,-1,1,1,-1
357585993086.00,0,0,0,0,0,0,0,0,-0.10969687,0.95624405,-0.21353023,-3.0645301,16.869406,-1.321075,19.56,-37.92,-14.639999,0.056510816,-0.541452354,-0.093590715,0.833592618,-1.16153276,0.197735295,-0.094979972,-1,1,1,-1,100,0.0533804,-0.487691164,-0.098413289,0.865807474,-1.0373335,0.19091615,-0.11862567,-1,1,1,-1
357597468341.00,0,0,0,0,0,0,0,0,-0.11507177,0.95599973,-0.21450748,-4.0095296,18.829405,-2.1610749,19.32,-38.28,-14.82,0.056113727,-0.538303783,-0.093007357,0.835721197,-1.153827667,0.196058795,-0.095187657,-1,1,1,-1,100,0.056308858,-0.483541548,-0.098960444,0.867884636,-1.0282078,0.19604057,-0.11758795,-1,1,1,-1
357611475478.00,0,0,0,0,0,0,0,0,-0.11653766,0.95062476,-0.21279728,-5.09453,21.314405,-3.141075,19.8,-37.92,-14.82,0.055478596,-0.534624778,-0.092335351,0.838196072,-1.144843817,0.19382453,-0.095615417,-1,1,1,-1,100,0.059344672,-0.481298208,-0.09939412,0.868879199,-1.0234364,0.20150581,-0.11585702,-1,1,1,-1
357621117610.00,0,0,0,0,0,0,0,0,-0.11287295,0.9486703,-0.21255295,-6.45953,23.414406,-3.9460752,20.46,-38.16,-14.28,0.054893408,-0.530850439,-0.09164969,0.840704977,-1.135657907,0.191650406,-0.095967561,-1,1,1,-1,100,0.059824832,-0.475050151,-0.097246632,0.872520208,-1.0084802,0.19937444,-0.11310068,-1,1,1,-1
357633318330.00,0,0,0,0,0,0,0,0,-0.10945257,0.9501362,-0.2115757,-7.89453,25.339403,-4.5060744,20.82,-38.1,-13.92,0.054122785,-0.526997285,-0.090722308,0.843275784,-1.126224399,0.188889489,-0.096110627,-1,1,1,-1,100,0.057146445,-0.473611414,-0.09428595,0.873805821,-1.0040364,0.19151698,-0.110871844,-1,1,1,-1
357645109232.00,0,0,0,0,0,0,0,0,-0.106276475,0.9489146,-0.21206434,-9.01453,26.809404,-4.891075,20.16,-38.7,-13.38,0.053388397,-0.523213192,-0.089703761,0.845784175,-1.116954207,0.18610324,-0.096020497,-1,1,1,-1,100,0.053955872,-0.47896421,-0.092502736,0.871277928,-1.0154427,0.18478693,-0.10972539,-1,1,1,-1
357656749894.00,0,0,0,0,0,0,0,0,-0.10529923,0.94573855,-0.2132859,-10.659531,28.314405,-4.926075,19.74,-37.86,-13.92,0.052298097,-0.519114228,-0.088582682,0.848491859,-1.106923938,0.182569623,-0.096174188,-1,1,1,-1,100,0.052895173,-0.482965767,-0.091664091,0.869220257,-1.0242518,0.18257612,-0.10847207,-1,1,1,-1
357669779939.00,0,0,0,0,0,0,0,0,-0.10163452,0.94134086,-0.21304159,-12.37453,28.979404,-4.8560753,19.74,-37.98,-14.04,0.050856104,-0.515275526,-0.08710389,0.851068565,-1.097404957,0.178084537,-0.096000344,-1,1,1,-1,100,0.051350664,-0.487380922,-0.090593055,0.866957843,-1.033933,0.1793285,-0.10723144,-1,1,1,-1
357680374251.00,0,0,0,0,0,0,0,0,-0.096259624,0.9371875,-0.21426314,-14.439529,29.539402,-4.366075,20.22,-38.52,-13.74,0.049099892,-0.511779117,-0.085203008,0.853470435,-1.088572502,0.172657371,-0.095324196,-1,1,1,-1,100,0.048066165,-0.488482893,-0.087918997,0.866801202,-1.0354325,0.1710026,-0.105654046,-1,1,1,-1
357693467907.00,0,0,0,0,0,0,0,0,-0.092594914,0.9281479,-0.2113314,-16.57453,29.714401,-3.806075,20.16,-38.28,-13.799999,0.046702551,-0.508390515,-0.082891103,0.855854556,-1.079871655,0.165717378,-0.094539955,-1,1,1,-1,100,0.045825236,-0.49029237,-0.086425185,0.866050839,-1.0390046,0.16578773,-0.104954265,-1,1,1,-1
357704344949.00,0,0,0,0,0,0,0,0,-0.08160079,0.8998076,-0.21401884,-23.014528,28.839403,-4.086075,21.66,-38.04,-14.28,0.042885449,-0.50542804,-0.080172398,0.858065103,-1.072011828,0.155962512,-0.09437529,-1,1,1,-1,100,0.046525825,-0.488726974,-0.086272821,0.86691314,-1.0354047,0.16666739,-0.10429418,-1,1,1,-1
357715915730.00,0,0,0,0,0,0,0,0,-0.082333736,0.88441575,-0.21353023,-28.33453,28.174404,-4.261075,21.539999,-37.98,-14.099999,0.037558967,-0.502798229,-0.077136664,0.860135571,-1.064803123,0.143315017,-0.09506996,-1,1,1,-1,100,0.053042151,-0.481486142,-0.088868976,0.870321751,-1.0200027,0.17983629,-0.103797354,-1,1,1,-1
357728109855.00,0,0,0,0,0,0,0,0,-0.08770864,0.8885691,-0.21719491,-32.84953,27.509405,-2.721075,21.3,-37.8,-13.38,0.03230226,-0.500218642,-0.073108024,0.862202465,-1.057518005,0.12977612,-0.093889333,-1,1,1,-1,100,0.058538925,-0.474182874,-0.090632983,0.873790264,-1.0042515,0.19040726,-0.10305444,-1,1,1,-1
357739799639.00,0,0,0,0,0,0,0,0,-0.09112903,0.9032279,-0.2113314,-34.31953,27.229404,-1.4610751,21.42,-38.28,-13.259999,0.028167837,-0.498042036,-0.068430385,0.863989575,-1.051157713,0.117584713,-0.09031146,-1,1,1,-1,100,0.059700646,-0.46950537,-0.09002953,0.876296341,-0.9935126,0.19132107,-0.101901814,-1,1,1,-1
357751641588.00,0,0,0,0,0,0,0,0,-0.08013491,0.95722127,-0.19960433,-34.844532,25.164402,3.998925,21.539999,-38.16,-13.679999,0.025656438,-0.496353056,-0.06356309,0.86541038,-1.046064973,0.108102903,-0.084648065,-1,1,1,-1,100,0.057833321,-0.466741681,-0.088137522,0.878088355,-0.9865425,0.1858496,-0.10097012,-1,1,1,-1
357762738559.00,0,0,0,0,0,0,0,0,-0.074760005,0.95722127,-0.1937408,-34.774532,24.254406,4.838925,21.539999,-37.68,-13.559999,0.02255948,-0.494739251,-0.059675475,0.866696591,-1.041404963,0.098636448,-0.081208169,-1,1,1,-1,100,0.055744462,-0.461724102,-0.085594356,0.881122589,-0.97429824,0.17911519,-0.099525325,-1,1,1,-1
